nms,dataset,var,time,stat,value
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-02-01T00:00:00Z,mean,32.41448808025489
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-02-01T00:00:00Z,sd,0.14164932727871055
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-03-01T00:00:00Z,mean,32.77817780667163
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-03-01T00:00:00Z,sd,0.1015005926026544
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-04-01T00:00:00Z,mean,32.793826659388365
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-04-01T00:00:00Z,sd,0.13203721681892233
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-05-01T00:00:00Z,mean,33.432182970833274
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-05-01T00:00:00Z,sd,0.12421674300076851
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-06-01T00:00:00Z,mean,33.53386804699264
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-06-01T00:00:00Z,sd,0.08076057738604649
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-07-01T00:00:00Z,mean,33.27686323764476
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-07-01T00:00:00Z,sd,0.04845841251169029
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-08-01T00:00:00Z,mean,33.101738939814744
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-08-01T00:00:00Z,sd,0.05075128308306734
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-09-01T00:00:00Z,mean,32.985541338418074
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-09-01T00:00:00Z,sd,0.03973330470172826
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-10-01T00:00:00Z,mean,32.98843085686577
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-10-01T00:00:00Z,sd,0.03069616989170132
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-11-01T00:00:00Z,mean,33.0222609492534
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-11-01T00:00:00Z,sd,0.03322272160272468
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-12-01T00:00:00Z,mean,33.092226255486935
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2015-12-01T00:00:00Z,sd,0.03260081146498406
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-01-01T00:00:00Z,mean,33.23413732441816
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-01-01T00:00:00Z,sd,0.06358000592571542
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-02-01T00:00:00Z,mean,32.587404656124875
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-02-01T00:00:00Z,sd,0.14557351230832208
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-03-01T00:00:00Z,mean,32.804215939200304
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-03-01T00:00:00Z,sd,0.05041263471660354
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-04-01T00:00:00Z,mean,32.80632626166211
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-04-01T00:00:00Z,sd,0.10715870700559954
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-05-01T00:00:00Z,mean,33.05901302658814
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-05-01T00:00:00Z,sd,0.16442086990222105
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-06-01T00:00:00Z,mean,33.35163358579132
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-06-01T00:00:00Z,sd,0.06900731114533395
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-07-01T00:00:00Z,mean,33.424228678477256
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-07-01T00:00:00Z,sd,0.05129688949584143
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-08-01T00:00:00Z,mean,33.24835765116075
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-08-01T00:00:00Z,sd,0.06064973886802827
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-09-01T00:00:00Z,mean,33.118329321014436
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-09-01T00:00:00Z,sd,0.03953630196699813
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-10-01T00:00:00Z,mean,33.17952867240665
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-10-01T00:00:00Z,sd,0.03243165969269209
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-11-01T00:00:00Z,mean,33.201476026009374
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-11-01T00:00:00Z,sd,0.04182728943664425
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-12-01T00:00:00Z,mean,33.21507948926313
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2016-12-01T00:00:00Z,sd,0.09330215181164685
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-01-01T00:00:00Z,mean,32.98472967593277
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-01-01T00:00:00Z,sd,0.16875645627670252
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-02-01T00:00:00Z,mean,32.892005353611204
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-02-01T00:00:00Z,sd,0.2350084208938104
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-03-01T00:00:00Z,mean,32.957425349927014
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-03-01T00:00:00Z,sd,0.08317167602672548
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-04-01T00:00:00Z,mean,33.22446230759329
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-04-01T00:00:00Z,sd,0.05431905767616782
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-05-01T00:00:00Z,mean,33.3072843475941
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-05-01T00:00:00Z,sd,0.14497990992934484
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-06-01T00:00:00Z,mean,33.481239851445274
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-06-01T00:00:00Z,sd,0.1193087649793126
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-07-01T00:00:00Z,mean,33.68941504567703
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-07-01T00:00:00Z,sd,0.17168364010525256
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-08-01T00:00:00Z,mean,33.51341415236288
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-08-01T00:00:00Z,sd,0.1292118241955773
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-09-01T00:00:00Z,mean,33.43760487623513
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-09-01T00:00:00Z,sd,0.08709581172123558
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-10-01T00:00:00Z,mean,33.45575364940661
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-10-01T00:00:00Z,sd,0.06565276586244251
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-11-01T00:00:00Z,mean,33.34036771049525
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-11-01T00:00:00Z,sd,0.05047672707680187
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-12-01T00:00:00Z,mean,33.27092186825231
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2017-12-01T00:00:00Z,sd,0.08813470311633625
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-01-01T00:00:00Z,mean,33.143783056553694
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-01-01T00:00:00Z,sd,0.2505268771070755
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-02-01T00:00:00Z,mean,33.224105176099755
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-02-01T00:00:00Z,sd,0.04695444421732692
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-03-01T00:00:00Z,mean,33.036189077501284
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-03-01T00:00:00Z,sd,0.1209653628848296
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-04-01T00:00:00Z,mean,33.1493348279532
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-04-01T00:00:00Z,sd,0.1171747955803912
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-05-01T00:00:00Z,mean,33.28786938094554
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-05-01T00:00:00Z,sd,0.10894389442291964
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-06-01T00:00:00Z,mean,33.55691926157538
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-06-01T00:00:00Z,sd,0.08909061844842715
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-07-01T00:00:00Z,mean,33.59097661945889
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-07-01T00:00:00Z,sd,0.04270798735351766
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-08-01T00:00:00Z,mean,33.41883923957481
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-08-01T00:00:00Z,sd,0.0906230138935651
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-09-01T00:00:00Z,mean,33.40965122024112
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-09-01T00:00:00Z,sd,0.07650372073068887
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-10-01T00:00:00Z,mean,33.32299813330966
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-10-01T00:00:00Z,sd,0.04025948778135008
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-11-01T00:00:00Z,mean,33.25553274753087
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-11-01T00:00:00Z,sd,0.03954000650004328
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-12-01T00:00:00Z,mean,33.45445498943012
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2018-12-01T00:00:00Z,sd,0.04531092461388521
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-01-01T00:00:00Z,mean,33.45227973396949
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-01-01T00:00:00Z,sd,0.10552587040764572
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-02-01T00:00:00Z,mean,33.25660414201148
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-02-01T00:00:00Z,sd,0.1548261285658537
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-03-01T00:00:00Z,mean,32.930413222415964
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-03-01T00:00:00Z,sd,0.28148466525759885
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-04-01T00:00:00Z,mean,32.88784964168642
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-04-01T00:00:00Z,sd,0.1439058286273662
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-05-01T00:00:00Z,mean,33.149042629458485
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-05-01T00:00:00Z,sd,0.08231222741357495
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-06-01T00:00:00Z,mean,33.48263591092
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-06-01T00:00:00Z,sd,0.06635573282693112
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-07-01T00:00:00Z,mean,33.55977631352366
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-07-01T00:00:00Z,sd,0.0876672169159339
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-08-01T00:00:00Z,mean,33.459909361331384
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-08-01T00:00:00Z,sd,0.06046422658368921
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-09-01T00:00:00Z,mean,33.287090184959645
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-09-01T00:00:00Z,sd,0.04931588961672979
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-10-01T00:00:00Z,mean,33.04579916132733
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-10-01T00:00:00Z,sd,0.13800915977759454
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-11-01T00:00:00Z,mean,32.938270115273745
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-11-01T00:00:00Z,sd,0.11090445391598004
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-12-01T00:00:00Z,mean,32.94976325606571
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2019-12-01T00:00:00Z,sd,0.10144219595532064
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-01-01T00:00:00Z,mean,32.714511001324084
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-01-01T00:00:00Z,sd,0.05360380557972472
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-02-01T00:00:00Z,mean,32.9505424520516
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-02-01T00:00:00Z,sd,0.02638310560066682
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-03-01T00:00:00Z,mean,33.190827014202135
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-03-01T00:00:00Z,sd,0.14131403227430153
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-04-01T00:00:00Z,mean,33.34166637047174
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-04-01T00:00:00Z,sd,0.03103432022519922
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-05-01T00:00:00Z,mean,33.16599014215171
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-05-01T00:00:00Z,sd,0.15717998519093054
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-06-01T00:00:00Z,mean,33.38984665559961
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-06-01T00:00:00Z,sd,0.2249606676849643
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-07-01T00:00:00Z,mean,33.56165937048958
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-07-01T00:00:00Z,sd,0.18466629067600043
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-08-01T00:00:00Z,mean,33.33160175565392
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-08-01T00:00:00Z,sd,0.17887399215156746
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-09-01T00:00:00Z,mean,33.20680053191299
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-09-01T00:00:00Z,sd,0.12955390065275596
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-10-01T00:00:00Z,mean,33.03430602053537
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-10-01T00:00:00Z,sd,0.04199570577212913
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-11-01T00:00:00Z,mean,33.053298922691575
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-11-01T00:00:00Z,sd,0.04643753774115355
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-12-01T00:00:00Z,mean,32.8732721834503
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2020-12-01T00:00:00Z,sd,0.07893835780391732
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-01-01T00:00:00Z,mean,32.93508839833134
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-01-01T00:00:00Z,sd,0.07888177195270873
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-02-01T00:00:00Z,mean,33.18894395723622
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-02-01T00:00:00Z,sd,0.17760344021790134
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-03-01T00:00:00Z,mean,33.43302709981799
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-03-01T00:00:00Z,sd,0.13054817520514833
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-04-01T00:00:00Z,mean,33.57198371730269
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-04-01T00:00:00Z,sd,0.21439622483409568
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-05-01T00:00:00Z,mean,33.734088948868376
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-05-01T00:00:00Z,sd,0.16541920615168212
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-06-01T00:00:00Z,mean,33.77194488718313
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,so_depth=0.49402499,2021-06-01T00:00:00Z,sd,0.10486167127606334
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-01-01T00:00:00Z,mean,12.29404324958933
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-01-01T00:00:00Z,sd,0.27879462963564766
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-02-01T00:00:00Z,mean,12.484291741505585
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-02-01T00:00:00Z,sd,0.17019312822063584
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-03-01T00:00:00Z,mean,13.063031768069624
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-03-01T00:00:00Z,sd,0.13997999596025096
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-04-01T00:00:00Z,mean,12.9364124203616
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-04-01T00:00:00Z,sd,0.27993525324274604
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-05-01T00:00:00Z,mean,13.272183554603698
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-05-01T00:00:00Z,sd,0.28813185420897297
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-06-01T00:00:00Z,mean,13.311797878526626
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-06-01T00:00:00Z,sd,0.7078295754181775
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-07-01T00:00:00Z,mean,11.988863349753492
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-07-01T00:00:00Z,sd,0.8968720074553427
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-08-01T00:00:00Z,mean,14.02289213525488
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-08-01T00:00:00Z,sd,0.843982621319477
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-09-01T00:00:00Z,mean,13.87596694015442
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-09-01T00:00:00Z,sd,0.7223665011386551
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-10-01T00:00:00Z,mean,14.457013386836712
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-10-01T00:00:00Z,sd,0.26284570454227707
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-11-01T00:00:00Z,mean,13.971153521791418
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-11-01T00:00:00Z,sd,0.4448678602681246
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-12-01T00:00:00Z,mean,12.891857993888094
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1993-12-01T00:00:00Z,sd,0.3279925131858481
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-01-01T00:00:00Z,mean,12.647767059346462
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-01-01T00:00:00Z,sd,0.09176968821241556
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-02-01T00:00:00Z,mean,12.170712108941787
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-02-01T00:00:00Z,sd,0.06666743726392207
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-03-01T00:00:00Z,mean,12.85674742276364
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-03-01T00:00:00Z,sd,0.257216263439526
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-04-01T00:00:00Z,mean,12.2974093762484
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-04-01T00:00:00Z,sd,0.4342303904619233
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-05-01T00:00:00Z,mean,11.601462689485956
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-05-01T00:00:00Z,sd,0.5756852690393923
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-06-01T00:00:00Z,mean,11.29430363184594
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-06-01T00:00:00Z,sd,0.8736216539427933
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-07-01T00:00:00Z,mean,12.172208165234707
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-07-01T00:00:00Z,sd,0.571681187671228
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-08-01T00:00:00Z,mean,13.462073616366435
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-08-01T00:00:00Z,sd,1.1561323455799892
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-09-01T00:00:00Z,mean,14.40511893417607
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-09-01T00:00:00Z,sd,0.9921164256258892
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,thetao_depth=0.49402499,1994-10-01T00:00:00Z,mean,14.314903622929084
