nms,dataset,var,time,stat
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT,1993-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_10,1993-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_10,1993-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_100,2001-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_100,2001-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_101,2001-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_101,2001-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_102,2001-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_102,2001-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_103,2001-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_103,2001-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_104,2001-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_104,2001-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_105,2001-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_105,2001-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_106,2001-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_106,2001-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_107,2001-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_107,2001-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_108,2001-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_108,2001-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_109,2002-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_109,2002-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_11,1993-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_11,1993-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_110,2002-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_110,2002-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_111,2002-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_111,2002-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_112,2002-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_112,2002-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_113,2002-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_113,2002-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_114,2002-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_114,2002-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_115,2002-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_115,2002-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_116,2002-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_116,2002-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_117,2002-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_117,2002-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_118,2002-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_118,2002-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_119,2002-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_119,2002-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_12,1993-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_12,1993-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_120,2002-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_120,2002-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_121,2003-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_121,2003-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_122,2003-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_122,2003-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_123,2003-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_123,2003-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_124,2003-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_124,2003-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_125,2003-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_125,2003-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_126,2003-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_126,2003-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_127,2003-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_127,2003-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_128,2003-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_128,2003-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_129,2003-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_129,2003-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_13,1994-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_13,1994-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_130,2003-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_130,2003-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_131,2003-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_131,2003-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_132,2003-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_132,2003-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_133,2004-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_133,2004-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_134,2004-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_134,2004-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_135,2004-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_135,2004-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_136,2004-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_136,2004-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_137,2004-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_137,2004-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_138,2004-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_138,2004-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_139,2004-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_139,2004-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_14,1994-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_14,1994-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_140,2004-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_140,2004-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_141,2004-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_141,2004-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_142,2004-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_142,2004-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_143,2004-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_143,2004-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_144,2004-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_144,2004-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_145,2005-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_145,2005-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_146,2005-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_146,2005-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_147,2005-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_147,2005-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_148,2005-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_148,2005-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_149,2005-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_149,2005-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_15,1994-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_15,1994-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_150,2005-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_150,2005-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_151,2005-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_151,2005-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_152,2005-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_152,2005-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_153,2005-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_153,2005-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_154,2005-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_154,2005-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_155,2005-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_155,2005-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_156,2005-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_156,2005-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_157,2006-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_157,2006-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_158,2006-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_158,2006-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_159,2006-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_159,2006-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_16,1994-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_16,1994-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_160,2006-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_160,2006-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_161,2006-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_161,2006-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_162,2006-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_162,2006-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_163,2006-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_163,2006-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_164,2006-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_164,2006-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_165,2006-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_165,2006-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_166,2006-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_166,2006-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_167,2006-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_167,2006-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_168,2006-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_168,2006-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_169,2007-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_169,2007-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_17,1994-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_17,1994-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_170,2007-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_170,2007-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_171,2007-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_171,2007-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_172,2007-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_172,2007-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_173,2007-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_173,2007-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_174,2007-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_174,2007-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_175,2007-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_175,2007-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_176,2007-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_176,2007-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_177,2007-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_177,2007-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_178,2007-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_178,2007-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_179,2007-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_179,2007-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_18,1994-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_18,1994-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_180,2007-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_180,2007-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_181,2008-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_181,2008-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_182,2008-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_182,2008-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_183,2008-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_183,2008-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_184,2008-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_184,2008-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_185,2008-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_185,2008-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_186,2008-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_186,2008-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_187,2008-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_187,2008-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_188,2008-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_188,2008-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_189,2008-09-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_189,2008-09-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_19,1994-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_19,1994-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_190,2008-10-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_190,2008-10-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_191,2008-11-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_191,2008-11-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_192,2008-12-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_192,2008-12-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_193,2009-01-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_193,2009-01-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_194,2009-02-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_194,2009-02-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_195,2009-03-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_195,2009-03-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_196,2009-04-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_196,2009-04-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_197,2009-05-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_197,2009-05-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_198,2009-06-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_198,2009-06-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_199,2009-07-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_199,2009-07-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_20,1994-08-01T00:00:00Z,mean
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_20,1994-08-01T00:00:00Z,sd
CBNMS,cmems_mod_glo_phy_my_0.083deg_P1M-m,bottomT_200,2009-08-01T00:00:00Z,mean
