nms,dataset,var,time,stat
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_32,2024-02-01T00:00:00Z,mean
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_32,2024-02-01T00:00:00Z,sd
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_33,2024-03-01T00:00:00Z,mean
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_33,2024-03-01T00:00:00Z,sd
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_34,2024-04-01T00:00:00Z,mean
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_34,2024-04-01T00:00:00Z,sd
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_35,2024-05-01T00:00:00Z,mean
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_35,2024-05-01T00:00:00Z,sd
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_36,2024-06-01T00:00:00Z,mean
FKNMS,cmems_mod_glo_phy_myint_0.083deg_P1M-m,thetao_depth=0.49402499_36,2024-06-01T00:00:00Z,sd
